Central Bank of Trinidad and Tobago,,,,,https://www.instagram.com/centralbanktt/?hl=en,1.19,https://www.facebook.com/centralbanktt/,,https://twitter.com/centralbankbb?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1.544,https://tt.linkedin.com/company/central-bank-of-trinidad-and-tobago,,https://www.youtube.com/channel/UCEPyscWLq-mtBk8Jf3Yjklg,,https://www.central-bank.org.tt/,,https://www.central-bank.org.tt/form/contact,,https://www.central-bank.org.tt/,,
Colonial Life Insurance Company,,,,,https://www.instagram.com/coloniallife/?hl=en,1.806,https://www.facebook.com/coloniallifebenefits/,,https://twitter.com/ColonialLife?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,4.836,https://www.linkedin.com/company/colonial-life,,https://www.youtube.com/watch?v=CT8USBMjJF0,,https://www.tiktok.com/discover/life-insurance-policy?lang=en,,https://www.colonialnj.com/contact.html,,https://www.coloniallife.com/,,
Agricultural Development Bank of Trinidad and Tobago,,,,,https://www.instagram.com/adbghana/?hl=en,10.094,https://www.facebook.com/NAMDEVCO/posts/the-agricultural-development-bank-adb-will-be-visiting-our-namdevco-farmers-mark/2540393792954850/,,https://twitter.com/adbtrinidad,0.032,https://tt.linkedin.com/company/agricultural-development-bank-trinidad-&-tobago,,https://m.youtube.com/channel/UCcmJcxuq-b36T6JwTJmNSmg,,http://www.adbtt.com/,,http://www.adbtt.com/contact-us/,,http://www.adbtt.com/,,
Caribean Airlines,,,,,https://www.instagram.com/iflycaribbean/?hl=en,86.08,https://www.facebook.com/caribbeanairlines/,432.0,https://twitter.com/iflycaribbean?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,18.608,https://tt.linkedin.com/company/caribbean-airlines-ltd.,,https://www.youtube.com/channel/UC9F1zKYVcpO737wi_1YGxqQ,,https://www.tiktok.com/@caribbean_airlines?lang=en,,https://en.wikipedia.org/wiki/Caribbean_Airlines,,https://www.caribbean-airlines.com/,,
Atlantic LNG,,,,,https://www.instagram.com/atlanticlng/?hl=en,2.285,https://www.facebook.com/AtlanticLNGTT/,7.0,https://twitter.com/atlanticlng,0.271,https://tt.linkedin.com/company/atlantic-lng,,https://www.youtube.com/watch?v=ertD4saAwMo,,https://www.tiktok.com/discover/atlantic-ed-yong?lang=es,,https://atlanticlng.com/contact-us/,,https://atlanticlng.com/,,
Agricultural Development Bank of Trinidad and Tobago,,,,,https://www.instagram.com/adbghana/?hl=en,10.094,https://www.facebook.com/NAMDEVCO/posts/the-agricultural-development-bank-adb-will-be-visiting-our-namdevco-farmers-mark/2540393792954850/,,https://twitter.com/adbtrinidad,0.032,https://tt.linkedin.com/company/agricultural-development-bank-trinidad-&-tobago,,https://m.youtube.com/channel/UCcmJcxuq-b36T6JwTJmNSmg,,http://www.adbtt.com/,,http://www.adbtt.com/contact-us/,,http://www.adbtt.com/,,
Caribean Airlines,,,,,https://www.instagram.com/iflycaribbean/?hl=en,86.08,https://www.facebook.com/caribbeanairlines/,432.0,https://twitter.com/iflycaribbean?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,18.607,https://tt.linkedin.com/company/caribbean-airlines-ltd.,,https://www.youtube.com/channel/UC9F1zKYVcpO737wi_1YGxqQ,,https://www.tiktok.com/@caribbean_airlines?lang=en,,https://en.wikipedia.org/wiki/Caribbean_Airlines,,https://www.caribbean-airlines.com/,,
Atlantic LNG,,,,,https://www.instagram.com/atlanticlng/?hl=en,2.285,https://www.facebook.com/AtlanticLNGTT/,7.0,https://twitter.com/atlanticlng,0.271,https://tt.linkedin.com/company/atlantic-lng,,https://www.youtube.com/watch?v=ertD4saAwMo,,https://www.tiktok.com/discover/atlantic-ed-yong?lang=es,,https://atlanticlng.com/contact-us/,,https://atlanticlng.com/,,
Bermudez Biscuit Company,,,,,https://www.instagram.com/explore/locations/111068315/trinidad-and-tobago/champs-fleurs-trinidad-and-tobago/bermudez-biscuit-company-ltd/?hl=en,51.369,https://www.facebook.com/bermudezbiscuitcompany/,177.0,https://twitter.com/trinimarn/status/1131689134714757120,2.021,https://tt.linkedin.com/company/bermudezbiscuitcompany,,https://www.youtube.com/watch?v=9rxEb0oQe6M,,http://mybermudez.com/,,http://mybermudez.com/contact-us/,,http://mybermudez.com/,,
Bmobile,,,,,https://www.instagram.com/bmobilelifeison/?hl=en,17.782,https://www.facebook.com/bmobile/,195.0,https://twitter.com/bmobiletweet?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,8.135,https://www.linkedin.com/company/bmobile,,https://www.youtube.com/channel/UCR-fGE95Q26Yyfr0Xnpaaew,,https://www.tiktok.com/discover/bmobile_tt?lang=en,,https://bmobile.co.tt/faq/19-whom-do-i-contact-if-i-need-assistance-or-have-queries-about-this-promotion/,,https://bmobile.co.tt/,,
Discoverflow,,,,,https://www.instagram.com/explore/tags/discoverflow/?hl=en,51.369,https://www.facebook.com/DiscoverFlow/,838.0,https://twitter.com/discoverflow,0.005,https://www.linkedin.com/company/flow-curacao,,https://www.youtube.com/channel/UCnjA1dlemDT4pHiEv5UG6rw,,https://www.tiktok.com/discover/FLOW,,https://discoverflow.co/,,https://discoverflow.co/,,
Carib Brewery,,,,,https://www.instagram.com/caribbeer/,,https://www.facebook.com/caribbrewery/,10.0,https://twitter.com/thecaribbeer?lang=en,0.392,https://www.linkedin.com/company/carib-brewery,,https://www.youtube.com/watch?v=8dWStcRORBg,,https://www.tiktok.com/@graciemagill/video/7035711862176075014,,https://caribbrewery.com/contacts/,,https://caribbrewery.com/,,
Caribbean Beat,,,,,https://www.instagram.com/caribbean_beat_official/?hl=en,0.419,https://www.facebook.com/caribbeanbeat/,33.0,https://twitter.com/meppublishers,4.417,https://ca.linkedin.com/in/walters-wayne-a34aaa32,,https://www.youtube.com/watch?v=d5ptNhR7bY0,,https://www.tiktok.com/music/Caribbean-Beat-6814226846914185217?lang=en,,https://www.caribbean-beat.com/contact-us,,https://www.caribbean-beat.com/,,
Central Bank of Trinidad and Tobago,,,,,https://www.instagram.com/centralbanktt/?hl=en,1.19,https://www.facebook.com/centralbanktt/,11.0,https://twitter.com/centralbankbb?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,1.544,https://tt.linkedin.com/company/central-bank-of-trinidad-and-tobago,,https://www.youtube.com/channel/UCEPyscWLq-mtBk8Jf3Yjklg,,https://www.central-bank.org.tt/,,https://www.central-bank.org.tt/form/contact,,https://www.central-bank.org.tt/,,
Colonial Life Insurance Company,,,,,https://www.instagram.com/coloniallife/?hl=en,1.806,https://www.facebook.com/coloniallifebenefits/,7.9,https://twitter.com/ColonialLife?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,4.836,https://www.linkedin.com/company/colonial-life,,https://www.youtube.com/watch?v=CT8USBMjJF0,,https://www.tiktok.com/discover/life-insurance-policy?lang=en,,https://www.colonialnj.com/contact.html,,https://www.coloniallife.com/,,
Angostura Limited,,,,,https://www.instagram.com/angosturatt/?hl=en,6.807,https://www.facebook.com/AngosturaLebanon/,321.0,https://twitter.com/angosturatt,0.83,https://tt.linkedin.com/company/angostura-limited,,https://www.youtube.com/watch?v=q2TQPPryuw0,,https://www.tiktok.com/discover/angostura-bitters-edeka?lang=en,,http://www.angostura.com/contact-us/,,http://www.angostura.com/,,
K.C. Confectionery Limited,,,,,https://www.instagram.com/kc.confectionary/,0.052,https://www.facebook.com/kcconfectionery/,23.0,https://twitter.com/kcconfectionery?lang=en,0.245,https://tt.linkedin.com/company/k-c-confectionery,,https://www.youtube.com/watch?v=bxhDbmxtjDs,,https://www.kccandy.com/,,https://www.tntyellow.com/company/27914/KC_Confectionery_Ltd_,,https://www.kccandy.com/,,
Kiss Baking Company Limited,,,,,https://www.instagram.com/kiss.desserts.trinidad/?hl=en,34.282,https://www.facebook.com/KissBakingCo/,163.0,https://twitter.com/c3centre/status/880453744395042816?lang=es,0.065,https://tt.linkedin.com/company/kiss-baking,,https://www.youtube.com/watch?v=q26-FrOytxs,,https://www.tiktok.com/discover/kiss-bakery-company,,https://kissbaking.com/index.php/contact-us/,,http://kissbaking.com/,,
Telecommunications Authority of Trinidad and Tobago,,,,,https://www.instagram.com/theofficialtatt/?hl=en,0.66,https://www.facebook.com/theofficialtatt/,4.8,https://twitter.com/tatt2004,0.425,https://tt.linkedin.com/company/telecommunications-authority-of-trinidad-and-tobago,,https://www.youtube.com/watch?v=rncZpKCto0E,,https://ne-np.facebook.com/ttcsweb/posts/cloudflare-blog-in-2021-the-internet-went-for-tiktok-space-and-beyond/10160152138859068/,,https://www.commonwealthofnations.org/organisations/telecommunications_authority_of_trinidad_and_tobago_tatt_/,,https://tatt.org.tt/,,
Mario's Pizzeria,,,,,https://www.instagram.com/mymarios/?hl=en,52.531,https://m.facebook.com/Mario-Pizza-Restaurant-1699249696979073/,2.2,https://twitter.com/mymarios?lang=en,6.551,https://tt.linkedin.com/company/mymarios,,https://www.youtube.com/watch?v=puS_acumx-k,,https://www.tiktok.com/music/Mario's-Pizza-6817704742651693057?lang=en,,https://www.facebook.com/pages/category/Pizza-place/Mario-Pizza-Restaurant-1699249696979073/,,https://www.mariospizzaonline.com/,,
Media and Editorial Projects Limited,,,,,https://www.instagram.com/editorial_projects/?hl=en,2.832,https://www.facebook.com/meppublishers/,1.4,https://twitter.com/nyupress?lang=en,35.588,https://tt.linkedin.com/company/media-&-editorial-projects-ltd--mep-,,https://www.youtube.com/watch?v=NZVPV1GnKIU,,https://whatsnewinpublishing.com/4-types-of-tiktok-content-strategies-for-publishers/,,https://www.meppublishers.com/contact-us/,,https://en.wikipedia.org/wiki/Media_and_Editorial_Projects_Limited,,
MovieTowne,,,,,https://www.instagram.com/movietowne/?hl=en,0.085,https://www.facebook.com/movietownetrini/,92.0,https://twitter.com/movietowne?lang=en,0.532,https://www.linkedin.com/company/movie-towne,,https://www.youtube.com/hashtag/movietowne,,https://www.tiktok.com/tag/movietowne,,http://www.movietowne.com/contactus,,http://www.movietowne.com/,,
National Gas Company of Trinidad and Tobago,,,,,https://www.instagram.com/ngc_tt/?hl=en,2.915,https://www.facebook.com/ngctrinidadandtobago/,5.9,https://twitter.com/ngcgasconewstt,0.323,https://tt.linkedin.com/company/the-national-gas-company-of-trinidad-and-tobago-limited,,https://www.youtube.com/watch?v=ozeONPEkhzU,,https://ngc.co.tt/,,https://ngc.co.tt/contact/,,https://ngc.co.tt/,,
National Infrastructure Development Company,,,,,https://www.instagram.com/idcol_bangladesh/?hl=en,0.626,https://m.facebook.com/nidcoltd/about/,,https://twitter.com/tttliveonline/status/1485397686761177099,121.835,https://hu.linkedin.com/company/national-infrastructure-developing-private-company-limited,,https://www.youtube.com/watch?v=IpL44-5skag,,https://careers.tiktok.com/position/6917073554077305101/detail,,https://www.nidco.co.tt/contact-us/,,https://www.nidco.co.tt/,,
Petrotrin,,,,,https://www.instagram.com/petrotrin_ttenergy/?hl=en,0.875,https://www.facebook.com/Petrotrin/,16.0,https://twitter.com/hashtag/petrotrin?src=hash,,https://tt.linkedin.com/company/petrotrin,,https://www.youtube.com/channel/UClOkiraHSO20fUgcNYyvLrA,,https://www.tiktok.com/tag/petrotrin?lang=en,,https://panjiva.com/Petrotrin/26621481,,https://en.wikipedia.org/wiki/Petrotrin,,
Republic Bank,,,,,https://www.instagram.com/republicbankofficial/?hl=en,10.586,https://www.facebook.com/republicbanktnt/,149.0,https://twitter.com/MyRepublicBank?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,0.499,https://www.linkedin.com/company/republic-bank,,https://www.youtube.com/channel/UC9-3dkhdfcHDTSktEVJHGdg,,https://www.tiktok.com/discover/republic-bank,,https://www.myrepublicbank.com/contact-us,,https://republicbank.com/,,
Royal Bank of Trinidad and Tobago,,,,,https://www.instagram.com/rbc/?hl=en,56.181,https://www.facebook.com/RBCCaribbean/,583.0,https://twitter.com/rbs_help,34.176,https://tt.linkedin.com/in/gretchen-camacho-mohammed-bb550675,,https://www.youtube.com/watch?v=_sSoKCRFndk,,https://www.tiktok.com/@rbc.tt,,https://www.rbcroyalbank.com/caribbean/digital-hub/contact-us.html,,http://www.rbcroyalbank.com/caribbean/tt/index.html?cc=tt_15,,
S. M. Jaleel and Company,,,,,https://www.instagram.com/smjaleel/?hl=en,0.683,https://www.facebook.com/smjaleelcorporate/,13.0,https://twitter.com/smjaleel?lang=en,0.313,https://tt.linkedin.com/company/sm-jaleel,,https://www.youtube.com/channel/UC0kA98dvMGA5PsruXX0LvKg,,https://www.tiktok.com/discover/jaleel?lang=en,,http://www.smjaleel.net/our-company/contact-us/,,http://www.smjaleel.net/,,
Solo Beverage Company,,,,,https://www.instagram.com/solobeverages/,1.937,https://www.facebook.com/solobev/,26.0,https://twitter.com/solosoftdrinks,0.006,https://tt.linkedin.com/company/solo-beverages-limited,,https://www.youtube.com/watch?v=RGOOBxZ8Kvg,,https://www.tiktok.com/discover/largest-food-and-beverage-companies-in-the-world-2020?lang=fi-FI,,https://www.commonwealthofnations.org/organisations/solo_beverages_limited_/,,http://www.solobev.com/,,
Telecommunications Services of Trinidad and Tobago (TSTT),,,,,https://www.instagram.com/theofficialtatt/?hl=en,0.66,https://m.facebook.com/Telecommunication-Services-of-Trinidad-and-Tobago-Ltd-TSTT-469845089789680/,0.011,https://twitter.com/tatt2004,0.425,https://tt.linkedin.com/company/tstt,,https://www.youtube.com/watch?v=1bsUcxSOqws,,https://www.tstt.co.tt/,,https://www.ttconnect.gov.tt/gortt/portal/ttconnect/Non_nationalboardDetail/?WCM_GLOBAL_CONTEXT=/gortt/wcm/connect/gortt+web+content/TTConnect/Non-National/Role/ANationalAbroad/GeneralInformation/Telecommunications+Services+-+TSTT,,https://www.ttconnect.gov.tt/gortt/portal/ttconnect/CitizenDetail/?WCM_GLOBAL_CONTEXT=/gortt/wcm/connect/gortt+web+content/TTConnect/Citizen/Topic/HousingandProperty/Public+Utilities/Telecommunications+Services+-+TSTT,,
Trinidad and Tobago Electricity Commission,,,,,https://www.instagram.com/p/COv62c-jaBf/?hl=en,,https://www.facebook.com/TTElectricityCommission/,36.0,https://twitter.com/ric_tt/status/1313132017312313356,2.553,https://tt.linkedin.com/company/trinidad-and-tobago-electricity-commission,,https://www.youtube.com/channel/UCWyrmQ2SEP27v7s3hEFn6IQ,,https://www.tiktok.com/discover/trinidad-electricity,,https://www.commonwealthofnations.org/organisations/the_trinidad_and_tobago_electricity_commission_ttec/,,https://ttec.co.tt/,,
Trinidad and Tobago Stock Exchange,,,,,https://www.instagram.com/ttstockex/?hl=en,0.734,https://www.facebook.com/ttstockex/,2.1,https://twitter.com/TTSEC_TT?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,0.703,https://tt.linkedin.com/company/ttstockex,,https://m.youtube.com/channel/UCPUnDhY9-Gjv9MyVQUtkUkA,,https://www.tiktok.com/@msiltnt/video/6982634773747371270,,https://www.stockex.co.tt/contact/,,https://en.wikipedia.org/wiki/Trinidad_and_Tobago_Stock_Exchange,,
TruValu Supermarket,,,,,https://www.instagram.com/truvalusupermarkets/?hl=en,4.653,https://www.facebook.com/TruValuSupermarkets/,44.0,https://twitter.com/truevalueph,0.537,https://tt.linkedin.com/in/romeo-family-6230b717b,,https://www.youtube.com/watch?v=XMkrUHwonNo,,https://m.facebook.com/TruvaluTT/videos/command-performance-champ-tiktok-competition/717664732431105/,,https://www.facebook.com/TruvaluTT/photos/were-introducing-our-whatsapp-service-so-that-you-limit-the-time-you-spend-at-ou/2690828687811735/,,https://www.facebook.com/TruValuSupermarkets/,,
UDeCOTT,,,,,https://www.instagram.com/udecott_limited/?hl=en,1.34,https://www.facebook.com/Udecott/,17.0,https://twitter.com/udecott,0.023,https://tt.linkedin.com/company/udecott,,https://www.youtube.com/channel/UC_jQ5E_-j_iVb0SPpMyKaVA,,https://www.facebook.com/peptrinbago/posts/tick-tock-udecott-8-days-left/1067465256962548/,,https://www.bnamericas.com/en/company-profile/urban-development-corporation-of-trinidad-and-tobago-limited,,https://udecott.com/,,
Unit Trust Corporation,,,,,https://www.instagram.com/ttutc/?hl=en,2.634,https://www.facebook.com/ttutc/,43.0,https://twitter.com/ttutc?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,4.696,https://tt.linkedin.com/company/unit-trust-corporation,,https://www.youtube.com/watch?v=JKy4MM-4o94,,https://www.tiktok.com/discover/unit-trust,,https://www.ttutc.com/frequently-asked-questions/customer-service/,,https://www.ttutc.com/,,
Water and Sewerage Authority,,,,,https://www.instagram.com/wasatnt/?hl=en,2.985,https://m.facebook.com/profile.php?id=100064440051769,,https://twitter.com/wasatnt?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,15.07,https://www.linkedin.com/company/water-and-sewerage-authority,,https://www.youtube.com/user/TheSVGCWSA/videos,,https://www.tiktok.com/@wasatrinidad,,https://www.wasa.gov.tt/WASA_ContactUs.html,,https://www.wasa.gov.tt/,,
Massy Group of Companies,,,,,https://www.instagram.com/massygroup/?hl=en,0.008,https://www.facebook.com/MassyGroup/,15.0,https://twitter.com/massygroup,0.012,https://tt.linkedin.com/company/massy-group-of-companies,,https://www.youtube.com/channel/UC3UQgWvsKuk-yZoaQKspttg,,https://www.tiktok.com/discover/massy-gone-bankrupt-trinidad?lang=en,,https://rocketreach.co/massy-group-of-companies-profile_b560013ff9756abc,,https://massygroup.com/,,
Trinidad Methanol,,,,,https://www.instagram.com/aggriedata/?hl=en,0.019,https://m.facebook.com/story.php?story_fbid=10152368444555814&id=134545155813&__tn__=-R,,https://twitter.com/methanoltoday,1.334,https://tt.linkedin.com/in/vishard-chandool-22605098,,https://www.youtube.com/watch?v=Qz8AisH54o4,,https://www.tiktok.com/discover/shanny112588,,https://www.proman.org/companies/mhtl/,,https://www.energy.gov.tt/our-business/lng-petrochemicals/petrochemicals/methanol/,,
National Petroleum,,,,,https://www.instagram.com/cnpc_news/?hl=en,1.19,https://www.facebook.com/trinidadnp,,https://twitter.com/trinidadnp,1.636,https://www.linkedin.com/company/national-petroleum,,https://www.youtube.com/channel/UCJ7SE9rqvMsT7AGLvU6UD5A,,https://www.tiktok.com/discover/national-petroleum-investment-management-services?lang=es,,https://www.np.co.tt/contact-us/,,http://www.nationalpetroleuminc.com/,,
Ansa Mcal,,,,,https://www.instagram.com/ansamcal_groupofcompanies/?hl=en,2.088,https://www.facebook.com/ANSAMcALGroup/,15.0,https://twitter.com/ansamcalgroup,0.197,https://tt.linkedin.com/company/the-ansa-mcal-group-of-companies,,https://www.youtube.com/channel/UCxO3hUCuc3cIL_yDW8EsS2w,,https://ne-np.facebook.com/TrinidadJob.com1/posts/4786975554713869,,https://ansamcal.com/contact-us,,https://www.ansamcal.com/,,
Mac foods,,,,,https://www.instagram.com/macfoods_sa/?hl=en,0.066,https://www.facebook.com/macfoods786/,0.138,https://twitter.com/mac_foods,0.021,https://www.linkedin.com/company/mac-foods,,https://www.youtube.com/channel/UCgLzY04glhtmciCPLWaktCQ,,https://www.tiktok.com/discover/food-trend-mac-and-cheese?lang=en,,https://www.todosbiz.com/en-TT/mac-foods-limited-868-623-3663,,https://www.macfoodsgroup.com/,,
